1.1747 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.9513 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.9558 	EXP 	Created image_10 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_10', opacity=1, ori=0.0, pos=array([0. , 0.3]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.9594 	EXP 	Created image_11 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_11', opacity=1, ori=0.0, pos=array([-0.3 , -0.05]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9630 	EXP 	Created image_12 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_12', opacity=1, ori=0.0, pos=array([ 0.3 , -0.05]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9646 	EXP 	Created crux_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='crux_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
7.9651 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.9761 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.9784 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0. , 0.3]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9805 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([-0.3 , -0.05]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9826 	EXP 	Created image_6 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_6', opacity=1, ori=0.0, pos=array([ 0.3 , -0.05]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9842 	EXP 	Created crux_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='crux_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
7.9847 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.9868 	EXP 	Created image_13 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_13', opacity=1, ori=0.0, pos=array([0. , 0.3]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9911 	EXP 	Created image_14 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_14', opacity=1, ori=0.0, pos=array([-0.3 , -0.05]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9945 	EXP 	Created image_15 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_15', opacity=1, ori=0.0, pos=array([ 0.3 , -0.05]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
7.9960 	EXP 	Created crux_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='crux_5', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
7.9965 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_8', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.0222 	EXP 	Created final1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='final1', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.0349 	EXP 	Created preg1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='preg1', opacity=1, ori=0.0, pos=array([0.  , 0.05]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.0466 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.0569 	EXP 	window1: mouseVisible = True
8.0798 	EXP 	window1: mouseVisible = True
8.1012 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.1351 	EXP 	textbox: autoLog = True
8.1351 	EXP 	intro1: autoDraw = True
9.2858 	DATA 	Keypress: space
9.2934 	EXP 	intro1: autoDraw = False
9.2934 	EXP 	introduccion2: autoDraw = True
10.0236 	DATA 	Keypress: space
10.0258 	EXP 	introduccion2: autoDraw = False
10.0258 	EXP 	text_7: text = 'En el experimento vas a tener que apretar las flechas izquierda y derecha para elegir la opcion correcta. Tenes un limite de 3 segundos para responder\n\nAPRETA LA BARRA ESPACIADORA PARA CONTINUAR '
10.0258 	EXP 	text_7: autoDraw = True
10.5982 	DATA 	Keypress: space
10.6347 	EXP 	Imported entrenamiento1.xlsx as conditions, 4 conditions, 5 params
10.6359 	EXP 	Created sequence: random, trialTypes=4, nReps=8, seed=None
10.6367 	EXP 	New trial (rep=0, index=0): {'muestra': 'A1.png', 'comp1': 'B1.png', 'comp2': 'B2.png', 'correct_key': 'left', 'relacion': 'A-B'}
10.6495 	EXP 	text_7: autoDraw = False
10.6495 	EXP 	image: image = 'A1.png'
10.6495 	EXP 	image_2: image = 'B1.png'
10.6495 	EXP 	image_3: image = 'B2.png'
10.6495 	EXP 	crux: autoDraw = True
11.6766 	EXP 	image: autoDraw = True
11.6766 	EXP 	image_2: autoDraw = True
11.6766 	EXP 	image_3: autoDraw = True
11.6766 	EXP 	crux: autoDraw = False
12.5912 	DATA 	Keypress: left
12.5930 	EXP 	image: autoDraw = False
12.5930 	EXP 	image_2: autoDraw = False
12.5930 	EXP 	image_3: autoDraw = False
12.5930 	EXP 	crux: autoDraw = False
12.5930 	EXP 	text_3: text = 'bien hecho :)'
12.5930 	EXP 	text_3: autoDraw = True
14.0920 	EXP 	New trial (rep=0, index=1): {'muestra': 'A2.png', 'comp1': 'B1.png', 'comp2': 'B2.png', 'correct_key': 'right', 'relacion': 'A-B'}
14.1046 	EXP 	text_3: autoDraw = False
14.1046 	EXP 	text_3: autoDraw = False
14.1046 	EXP 	image: image = 'A2.png'
14.1046 	EXP 	image_2: image = 'B1.png'
14.1046 	EXP 	image_3: image = 'B2.png'
14.1046 	EXP 	crux: autoDraw = True
15.1038 	EXP 	image: autoDraw = True
15.1038 	EXP 	image_2: autoDraw = True
15.1038 	EXP 	image_3: autoDraw = True
15.1038 	EXP 	crux: autoDraw = False
15.8988 	DATA 	Keypress: right
15.9032 	EXP 	image: autoDraw = False
15.9032 	EXP 	image_2: autoDraw = False
15.9032 	EXP 	image_3: autoDraw = False
15.9032 	EXP 	crux: autoDraw = False
15.9032 	EXP 	text_3: text = 'bien hecho :)'
15.9032 	EXP 	text_3: autoDraw = True
17.4047 	EXP 	New trial (rep=0, index=2): {'muestra': 'A2.png', 'comp1': 'B2.png', 'comp2': 'B1.png', 'correct_key': 'left', 'relacion': 'A-B'}
17.4181 	EXP 	text_3: autoDraw = False
17.4181 	EXP 	text_3: autoDraw = False
17.4181 	EXP 	image: image = 'A2.png'
17.4181 	EXP 	image_2: image = 'B2.png'
17.4181 	EXP 	image_3: image = 'B1.png'
17.4181 	EXP 	crux: autoDraw = True
18.4177 	EXP 	image: autoDraw = True
18.4177 	EXP 	image_2: autoDraw = True
18.4177 	EXP 	image_3: autoDraw = True
18.4177 	EXP 	crux: autoDraw = False
19.2622 	DATA 	Keypress: left
19.2666 	EXP 	image: autoDraw = False
19.2666 	EXP 	image_2: autoDraw = False
19.2666 	EXP 	image_3: autoDraw = False
19.2666 	EXP 	crux: autoDraw = False
19.2666 	EXP 	text_3: text = 'bien hecho :)'
19.2666 	EXP 	text_3: autoDraw = True
20.7686 	EXP 	New trial (rep=0, index=3): {'muestra': 'A1.png', 'comp1': 'B2.png', 'comp2': 'B1.png', 'correct_key': 'right', 'relacion': 'A-B'}
20.7814 	EXP 	text_3: autoDraw = False
20.7814 	EXP 	text_3: autoDraw = False
20.7814 	EXP 	image: image = 'A1.png'
20.7814 	EXP 	image_2: image = 'B2.png'
20.7814 	EXP 	image_3: image = 'B1.png'
20.7814 	EXP 	crux: autoDraw = True
21.7810 	EXP 	image: autoDraw = True
21.7810 	EXP 	image_2: autoDraw = True
21.7810 	EXP 	image_3: autoDraw = True
21.7810 	EXP 	crux: autoDraw = False
22.8088 	DATA 	Keypress: right
22.8130 	EXP 	image: autoDraw = False
22.8130 	EXP 	image_2: autoDraw = False
22.8130 	EXP 	image_3: autoDraw = False
22.8130 	EXP 	crux: autoDraw = False
22.8130 	EXP 	text_3: text = 'bien hecho :)'
22.8130 	EXP 	text_3: autoDraw = True
24.3160 	EXP 	New trial (rep=1, index=0): {'muestra': 'A2.png', 'comp1': 'B2.png', 'comp2': 'B1.png', 'correct_key': 'left', 'relacion': 'A-B'}
24.3294 	EXP 	text_3: autoDraw = False
24.3294 	EXP 	text_3: autoDraw = False
24.3294 	EXP 	image: image = 'A2.png'
24.3294 	EXP 	image_2: image = 'B2.png'
24.3294 	EXP 	image_3: image = 'B1.png'
24.3294 	EXP 	crux: autoDraw = True
25.3276 	EXP 	image: autoDraw = True
25.3276 	EXP 	image_2: autoDraw = True
25.3276 	EXP 	image_3: autoDraw = True
25.3276 	EXP 	crux: autoDraw = False
25.9552 	DATA 	Keypress: left
25.9597 	EXP 	image: autoDraw = False
25.9597 	EXP 	image_2: autoDraw = False
25.9597 	EXP 	image_3: autoDraw = False
25.9597 	EXP 	crux: autoDraw = False
25.9597 	EXP 	text_3: text = 'bien hecho :)'
25.9597 	EXP 	text_3: autoDraw = True
27.4618 	EXP 	New trial (rep=1, index=1): {'muestra': 'A1.png', 'comp1': 'B1.png', 'comp2': 'B2.png', 'correct_key': 'left', 'relacion': 'A-B'}
27.4778 	EXP 	text_3: autoDraw = False
27.4778 	EXP 	text_3: autoDraw = False
27.4778 	EXP 	image: image = 'A1.png'
27.4778 	EXP 	image_2: image = 'B1.png'
27.4778 	EXP 	image_3: image = 'B2.png'
27.4778 	EXP 	crux: autoDraw = True
28.4744 	EXP 	image: autoDraw = True
28.4744 	EXP 	image_2: autoDraw = True
28.4744 	EXP 	image_3: autoDraw = True
28.4744 	EXP 	crux: autoDraw = False
29.5171 	DATA 	Keypress: left
29.5233 	EXP 	image: autoDraw = False
29.5233 	EXP 	image_2: autoDraw = False
29.5233 	EXP 	image_3: autoDraw = False
29.5233 	EXP 	crux: autoDraw = False
29.5233 	EXP 	text_3: text = 'bien hecho :)'
29.5233 	EXP 	text_3: autoDraw = True
31.0251 	EXP 	New trial (rep=1, index=2): {'muestra': 'A2.png', 'comp1': 'B1.png', 'comp2': 'B2.png', 'correct_key': 'right', 'relacion': 'A-B'}
31.0382 	EXP 	text_3: autoDraw = False
31.0382 	EXP 	text_3: autoDraw = False
31.0382 	EXP 	image: image = 'A2.png'
31.0382 	EXP 	image_2: image = 'B1.png'
31.0382 	EXP 	image_3: image = 'B2.png'
31.0382 	EXP 	crux: autoDraw = True
32.0377 	EXP 	image: autoDraw = True
32.0377 	EXP 	image_2: autoDraw = True
32.0377 	EXP 	image_3: autoDraw = True
32.0377 	EXP 	crux: autoDraw = False
32.7317 	DATA 	Keypress: right
32.7368 	EXP 	image: autoDraw = False
32.7368 	EXP 	image_2: autoDraw = False
32.7368 	EXP 	image_3: autoDraw = False
32.7368 	EXP 	crux: autoDraw = False
32.7368 	EXP 	text_3: text = 'bien hecho :)'
32.7368 	EXP 	text_3: autoDraw = True
34.2386 	EXP 	New trial (rep=1, index=3): {'muestra': 'A1.png', 'comp1': 'B2.png', 'comp2': 'B1.png', 'correct_key': 'right', 'relacion': 'A-B'}
34.2515 	EXP 	text_3: autoDraw = False
34.2515 	EXP 	text_3: autoDraw = False
34.2515 	EXP 	image: image = 'A1.png'
34.2515 	EXP 	image_2: image = 'B2.png'
34.2515 	EXP 	image_3: image = 'B1.png'
34.2515 	EXP 	crux: autoDraw = True
35.2511 	EXP 	image: autoDraw = True
35.2511 	EXP 	image_2: autoDraw = True
35.2511 	EXP 	image_3: autoDraw = True
35.2511 	EXP 	crux: autoDraw = False
36.0392 	DATA 	Keypress: right
36.0669 	EXP 	image: autoDraw = False
36.0669 	EXP 	image_2: autoDraw = False
36.0669 	EXP 	image_3: autoDraw = False
36.0669 	EXP 	crux: autoDraw = False
36.0669 	EXP 	text_3: text = 'bien hecho :)'
36.0669 	EXP 	text_3: autoDraw = True
37.5686 	EXP 	New trial (rep=2, index=0): {'muestra': 'A2.png', 'comp1': 'B1.png', 'comp2': 'B2.png', 'correct_key': 'right', 'relacion': 'A-B'}
37.5819 	EXP 	text_3: autoDraw = False
37.5819 	EXP 	text_3: autoDraw = False
37.5819 	EXP 	image: image = 'A2.png'
37.5819 	EXP 	image_2: image = 'B1.png'
37.5819 	EXP 	image_3: image = 'B2.png'
37.5819 	EXP 	crux: autoDraw = True
38.5813 	EXP 	image: autoDraw = True
38.5813 	EXP 	image_2: autoDraw = True
38.5813 	EXP 	image_3: autoDraw = True
38.5813 	EXP 	crux: autoDraw = False
39.4093 	DATA 	Keypress: right
39.4132 	EXP 	image: autoDraw = False
39.4132 	EXP 	image_2: autoDraw = False
39.4132 	EXP 	image_3: autoDraw = False
39.4132 	EXP 	crux: autoDraw = False
39.4132 	EXP 	text_3: text = 'bien hecho :)'
39.4132 	EXP 	text_3: autoDraw = True
40.9151 	EXP 	New trial (rep=2, index=1): {'muestra': 'A1.png', 'comp1': 'B2.png', 'comp2': 'B1.png', 'correct_key': 'right', 'relacion': 'A-B'}
40.9285 	EXP 	text_3: autoDraw = False
40.9285 	EXP 	text_3: autoDraw = False
40.9285 	EXP 	image: image = 'A1.png'
40.9285 	EXP 	image_2: image = 'B2.png'
40.9285 	EXP 	image_3: image = 'B1.png'
40.9285 	EXP 	crux: autoDraw = True
41.9276 	EXP 	image: autoDraw = True
41.9276 	EXP 	image_2: autoDraw = True
41.9276 	EXP 	image_3: autoDraw = True
41.9276 	EXP 	crux: autoDraw = False
42.6057 	DATA 	Keypress: right
42.6104 	EXP 	image: autoDraw = False
42.6104 	EXP 	image_2: autoDraw = False
42.6104 	EXP 	image_3: autoDraw = False
42.6104 	EXP 	crux: autoDraw = False
42.6104 	EXP 	text_3: text = 'bien hecho :)'
42.6104 	EXP 	text_3: autoDraw = True
